BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,
#,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,’¼1,’¼1,’¼1,’¼1,’¼1,’¼2,’¼2,’¼2,’¼2,’¼2,B1,B2
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189.484293,4152.974339,4983.569207,5814.164075,6644.758943,0,-4796.346407
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099.566733,4035.894183,4843.07302,5650.251857,6457.430693,0,-4861.974709
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995.58144,3900.496667,4680.596,5460.695334,6240.794667,0,-4932.016493
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.578447,3744.24277,4493.091324,5241.939878,5990.788432,0,-5006.693164
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737.438021,3564.372423,4277.246907,4990.121392,5702.995876,0,-5086.230145
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2578.862579,3357.893984,4029.47278,4701.051577,5372.630374,0,-5170.856875
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397.368445,3121.573497,3745.888196,4370.202895,4994.517595,0,-5260.806811
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190.277429,2851.923736,3422.308484,3992.693231,4563.077978,0,-5356.317426
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954.70825,2545.193034,3054.23164,3563.270247,4072.308854,0,-5457.63021
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.567787,2197.353889,2636.824667,3076.295445,3515.766222,0,-5564.990672
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385.54217,1804.091367,2164.90964,2525.727913,2886.546187,0,-5678.648335
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.087698,1360.791274,1632.949529,1905.107784,2177.266038,0,-5798.856743
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.4216006,862.5281257,1035.033751,1207.539376,1380.045001,0,-5925.873452
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.5126197,304.0528902,364.8634683,425.6740463,486.4846244,0,-6059.96004
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6201.382099
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6350.409239
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6507.315086
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6672.377285
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6845.877497
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7028.101399
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7219.338687
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7419.883073
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7630.032286
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7850.088072
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
