BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,
#,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,’¼1,’¼1,’¼1,’¼1,’¼1,’¼2,’¼2,’¼2,’¼2,’¼2,B1,B2
112,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,9.806861976,12.76935153,15.32322184,17.87709214,20.43096245,0,14.74774579
113,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,9.12E+00,1.19E+01,14.24481041,16.61894548,18.99308055,0,15.00429104
114,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,8.33E+00,1.08E+01,13.01430608,15.18335709,17.3524081,0,15.27669585
115,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,7.43E+00,9.68E+00,11.61458869,13.55035347,15.48611825,0,15.56564896
116,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,6.42E+00,8.36E+00,10.02727938,11.69849261,13.36970584,0,15.87185059
117,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,5.27E+00,6.86E+00,8.232687619,9.604802222,10.97691683,0,16.1960124
118,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,3.97E+00,5.17E+00,6.209757267,7.244716811,8.279676356,0,16.53885752
119,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,2.52E+00,3.28E+00,3.936011642,4.592013582,5.248015522,0,16.90112053
120,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,8.88E-01,1.16E+00,1.387497613,1.618747215,1.849996817,0,17.28354745
121,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,17.6868958
122,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,18.11193452
123,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,18.55944401
124,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,19.03021615
125,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,19.52505426
126,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,20.04477311
127,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,20.59019894
128,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,21.16216944
129,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,21.76153377
130,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,22.38915254
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
