BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,
#,D: ,800,,B: ,JNR_DML30HSD_DW4.xlsx,,,,,,,,,,,,,,,,,
#,R: ,3.057,,W: ,Force_DC65,,,,,,,,,,,,,,,,,
#,•Ï,•Ï,•Ï,•Ï,•Ï,’¼1,’¼1,’¼1,’¼1,’¼1,•Ï,•Ï,•Ï,•Ï,•Ï,’¼1,’¼1,’¼1,’¼1,’¼1,B1,B2
95,247.4948036,445.4906466,692.9854502,890.9812931,989.9792146,-1100.164809,6174.409827,9604.637509,12348.81965,13720.91073,247.4948036,445.4906466,692.9854502,890.9812931,989.9792146,-1100.164809,6174.409827,9604.637509,12348.81965,13720.91073,-3667.216031,-7334.432063
96,124.4680237,224.0424426,348.5104662,448.0848852,497.8720946,-1123.303134,6142.110276,9554.393763,12284.22055,13649.13395,124.4680237,224.0424426,348.5104662,448.0848852,497.8720946,-1123.303134,6142.110276,9554.393763,12284.22055,13649.13395,-3744.34378,-7488.687559
97,0.017506337,0.031511406,0.049017742,0.063022812,0.070025346,-1147.041248,6102.288145,9492.448226,12204.57629,13560.64032,0.017506337,0.031511406,0.049017742,0.063022812,0.070025346,-1147.041248,6102.288145,9492.448226,12204.57629,13560.64032,-3823.470826,-7646.941652
98,0,0,0,0,0,-1171.378042,6053.152772,9416.015423,12106.30554,13451.4506,0,0,0,0,0,-1171.378042,6053.152772,9416.015423,12106.30554,13451.4506,-3904.593475,-7809.18695
99,0,0,0,0,0,-1196.311921,5992.688914,9321.960532,11985.37783,13317.08647,0,0,0,0,0,-1196.311921,5992.688914,9321.960532,11985.37783,13317.08647,-3987.706402,-7975.412803
100,0,0,0,0,0,-1221.840796,5918.64351,9206.778794,11837.28702,13152.54113,0,0,0,0,0,-1221.840796,5918.64351,9206.778794,11837.28702,13152.54113,-4072.802652,-8145.605304
101,0,0,0,0,0,-1247.962093,5828.512133,9066.574429,11657.02427,12952.24918,0,0,0,0,0,-1247.962093,5828.512133,9066.574429,11657.02427,12952.24918,-4159.873643,-8319.747285
102,0,0,0,0,0,-1274.672748,5719.525116,8897.039069,11439.05023,12710.05581,0,0,0,0,0,-1274.672748,5719.525116,8897.039069,11439.05023,12710.05581,-4248.90916,-8497.81832
103,0,0,0,0,0,-1301.969209,5588.633376,8693.429696,11177.26675,12419.18528,0,0,0,0,0,-1301.969209,5588.633376,8693.429696,11177.26675,12419.18528,-4339.897362,-8679.794724
104,0,0,0,0,0,-1329.847433,5432.49392,8450.546098,10864.98784,12072.20871,0,0,0,0,0,-1329.847433,5432.49392,8450.546098,10864.98784,12072.20871,-4432.824777,-8865.649554
105,0,0,0,0,0,-1358.302891,5247.455032,8162.707828,10494.91006,11661.01118,0,0,0,0,0,-1358.302891,5247.455032,8162.707828,10494.91006,11661.01118,-4527.676303,-9055.352607
106,0,0,0,0,0,-1387.330563,5029.541155,7823.730686,10059.08231,11176.75812,0,0,0,0,0,-1387.330563,5029.541155,7823.730686,10059.08231,11176.75812,-4624.435211,-9248.870421
107,0,0,0,0,0,-1431.932791,4631.49438,7204.546813,9262.988759,10292.20973,0,0,0,0,0,-1431.932791,4631.49438,7204.546813,9262.988759,10292.20973,-4773.109303,-9546.218605
108,0,0,0,0,0,-1462.365832,4311.734585,6707.142688,8623.469171,9581.632412,0,0,0,0,0,-1462.365832,4311.734585,6707.142688,8623.469171,9581.632412,-4874.552773,-9749.105546
109,0,0,0,0,0,-1493.34967,3942.409364,6132.636789,7884.818728,8760.909698,0,0,0,0,0,-1493.34967,3942.409364,6132.636789,7884.818728,8760.909698,-4977.832235,-9955.66447
110,0,0,0,0,0,-1524.877088,3517.890286,5472.273779,7035.780573,7817.53397,0,0,0,0,0,-1524.877088,3517.890286,5472.273779,7035.780573,7817.53397,-5082.923626,-10165.84725
111,0,0,0,0,0,-1556.940376,3032.136286,4716.656444,6064.272571,6738.080634,0,0,0,0,0,-1556.940376,3032.136286,4716.656444,6064.272571,6738.080634,-5189.801254,-10379.60251
112,0,0,0,0,0,-1589.531339,2478.676492,3855.718987,4957.352983,5508.169981,0,0,0,0,0,-1589.531339,2478.676492,3855.718987,4957.352983,5508.169981,-5298.437797,-10596.87559
113,0,0,0,0,0,-1622.641291,1850.592753,2878.699838,3701.185506,4112.428339,0,0,0,0,0,-1622.641291,1850.592753,2878.699838,3701.185506,4112.428339,-5408.804304,-10817.60861
114,0,0,0,0,0,-1656.261058,1140.501841,1774.113974,2281.003681,2534.448535,0,0,0,0,0,-1656.261058,1140.501841,1774.113974,2281.003681,2534.448535,-5520.870194,-11041.74039
115,0,0,0,0,0,-1690.380977,340.5373427,529.7247554,681.0746855,756.7496505,0,0,0,0,0,-1690.380977,340.5373427,529.7247554,681.0746855,756.7496505,-5634.603258,-11269.20652
116,0,0,0,0,0,-1724.990896,0,0,0,0,0,0,0,0,0,-1724.990896,0,0,0,0,-5749.969655,-11499.93931
117,0,0,0,0,0,-1760.080175,0,0,0,0,0,0,0,0,0,-1760.080175,0,0,0,0,-5866.933917,-11733.86783
118,0,0,0,0,0,-1795.637684,0,0,0,0,0,0,0,0,0,-1795.637684,0,0,0,0,-5985.458946,-11970.91789
119,0,0,0,0,0,-1831.651804,0,0,0,0,0,0,0,0,0,-1831.651804,0,0,0,0,-6105.506014,-12211.01203
120,0,0,0,0,0,-1868.110429,0,0,0,0,0,0,0,0,0,-1868.110429,0,0,0,0,-6227.034764,-12454.06953
121,0,0,0,0,0,-1905.000963,0,0,0,0,0,0,0,0,0,-1905.000963,0,0,0,0,-6350.00321,-12700.00642
122,0,0,0,0,0,-1942.310321,0,0,0,0,0,0,0,0,0,-1942.310321,0,0,0,0,-6474.367735,-12948.73547
123,0,0,0,0,0,-1980.024929,0,0,0,0,0,0,0,0,0,-1980.024929,0,0,0,0,-6600.083095,-13200.16619
124,0,0,0,0,0,-2018.130725,0,0,0,0,0,0,0,0,0,-2018.130725,0,0,0,0,-6727.102416,-13454.20483
125,0,0,0,0,0,-2056.613158,0,0,0,0,0,0,0,0,0,-2056.613158,0,0,0,0,-6855.377192,-13710.75438
126,0,0,0,0,0,-2095.457187,0,0,0,0,0,0,0,0,0,-2095.457187,0,0,0,0,-6984.85729,-13969.71458
127,0,0,0,0,0,-2134.647284,0,0,0,0,0,0,0,0,0,-2134.647284,0,0,0,0,-7115.490948,-14230.9819
128,0,0,0,0,0,-2174.167432,0,0,0,0,0,0,0,0,0,-2174.167432,0,0,0,0,-7247.224774,-14494.44955
129,0,0,0,0,0,-2214.001123,0,0,0,0,0,0,0,0,0,-2214.001123,0,0,0,0,-7380.003745,-14760.00749
130,0,0,0,0,0,-2254.131363,0,0,0,0,0,0,0,0,0,-2254.131363,0,0,0,0,-7513.77121,-15027.54242
131,0,0,0,0,0,-2294.540667,0,0,0,0,0,0,0,0,0,-2294.540667,0,0,0,0,-7648.468889,-15296.93778
132,0,0,0,0,0,-2335.211062,0,0,0,0,0,0,0,0,0,-2335.211062,0,0,0,0,-7784.036873,-15568.07375
133,0,0,0,0,0,-2376.124086,0,0,0,0,0,0,0,0,0,-2376.124086,0,0,0,0,-7920.413621,-15840.82724
134,0,0,0,0,0,-2417.26079,0,0,0,0,0,0,0,0,0,-2417.26079,0,0,0,0,-8057.535965,-16115.07193
135,0,0,0,0,0,-2458.601732,0,0,0,0,0,0,0,0,0,-2458.601732,0,0,0,0,-8195.339107,-16390.67821
136,0,0,0,0,0,-2500.126986,0,0,0,0,0,0,0,0,0,-2500.126986,0,0,0,0,-8333.75662,-16667.51324
137,0,0,0,0,0,-2541.816134,0,0,0,0,0,0,0,0,0,-2541.816134,0,0,0,0,-8472.720446,-16945.44089
138,0,0,0,0,0,-2583.64827,0,0,0,0,0,0,0,0,0,-2583.64827,0,0,0,0,-8612.160899,-17224.3218
139,0,0,0,0,0,-2625.601999,0,0,0,0,0,0,0,0,0,-2625.601999,0,0,0,0,-8752.006663,-17504.01333
140,0,0,0,0,0,-2667.655438,0,0,0,0,0,0,0,0,0,-2667.655438,0,0,0,0,-8892.184794,-17784.36959
141,0,0,0,0,0,-2709.786215,0,0,0,0,0,0,0,0,0,-2709.786215,0,0,0,0,-9032.620716,-18065.24143
142,0,0,0,0,0,-2773.077245,0,0,0,0,0,0,0,0,0,-2773.077245,0,0,0,0,-9243.590817,-18487.18163
143,0,0,0,0,0,-2815.300279,0,0,0,0,0,0,0,0,0,-2815.300279,0,0,0,0,-9384.334262,-18768.66852
144,0,0,0,0,0,-2857.518497,0,0,0,0,0,0,0,0,0,-2857.518497,0,0,0,0,-9525.061656,-19050.12331
145,0,0,0,0,0,-2899.707327,0,0,0,0,0,0,0,0,0,-2899.707327,0,0,0,0,-9665.691092,-19331.38218
146,0,0,0,0,0,-2941.84171,0,0,0,0,0,0,0,0,0,-2941.84171,0,0,0,0,-9806.139034,-19612.27807
147,0,0,0,0,0,-2983.896095,0,0,0,0,0,0,0,0,0,-2983.896095,0,0,0,0,-9946.320316,-19892.64063
148,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
149,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
150,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
151,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
152,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
153,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
154,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
155,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
156,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
157,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
158,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
159,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
160,0,0,0,0,0,-3025.844443,0,0,0,0,0,0,0,0,0,-3025.844443,0,0,0,0,-10086.14814,-20172.29629
