BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,
#,D: ,800,,B: ,JNR_DML30HSD_DW4.xlsx,,,,,,,,,,,,,,,,,
#,R: ,3.057,,W: ,Current_DC65,,,,,,,,,,,,,,,,,
#,•Ï,•Ï,•Ï,•Ï,•Ï,’¼1,’¼1,’¼1,’¼1,’¼1,•Ï,•Ï,•Ï,•Ï,•Ï,’¼1,’¼1,’¼1,’¼1,’¼1,B1,B2
101,0,0,0,0,0,2.744445675,12.817725,19.93868334,25.63545,28.48383334,0,0,0,0,0,2.744445675,12.817725,19.93868334,25.63545,28.48383334,9.148152252,18.2963045
102,0,0,0,0,0,2.803186195,12.57804709,19.56585103,25.15609418,27.95121576,0,0,0,0,0,2.803186195,12.57804709,19.56585103,25.15609418,27.95121576,9.343953985,18.68790797
103,0,0,0,0,0,2.863214985,12.29019759,19.11808513,24.58039517,27.31155019,0,0,0,0,0,2.863214985,12.29019759,19.11808513,24.58039517,27.31155019,9.544049949,19.0880999
104,0,0,0,0,0,2.924523155,11.94682477,18.58394965,23.89364955,26.54849949,0,0,0,0,0,2.924523155,11.94682477,18.58394965,23.89364955,26.54849949,9.748410516,19.49682103
105,0,0,0,0,0,2.987100744,11.53989801,17.95095246,23.07979602,25.6442178,0,0,0,0,0,2.987100744,11.53989801,17.95095246,23.07979602,25.6442178,9.957002478,19.91400496
106,0,0,0,0,0,3.050936712,11.06067448,17.20549364,22.12134896,24.57927662,0,0,0,0,0,3.050936712,11.06067448,17.20549364,22.12134896,24.57927662,10.16978904,20.33957808
107,0,0,0,0,0,3.149023338,10.18531316,15.84382046,20.37062631,22.63402923,0,0,0,0,0,3.149023338,10.18531316,15.84382046,20.37062631,22.63402923,10.49674446,20.99348892
108,0,0,0,0,0,3.215949913,9.482116007,14.74995823,18.96423201,21.07136891,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.215949913,9.482116007,14.74995823,18.96423201,21.07136891,10.71983304,21.43966608
109,0,0,0,0,0,3.284087769,8.669917454,13.48653826,17.33983491,19.26648323,0,0,0,0,0,3.284087769,8.669917454,13.48653826,17.33983491,19.26648323,10.94695923,21.89391846
110,0,0,0,0,0,3.353421032,7.736339781,12.03430633,15.47267956,17.19186618,0,0,0,0,0,3.353421032,7.736339781,12.03430633,15.47267956,17.19186618,11.17807011,22.35614022
111,0,0,0,0,0,3.423932752,6.668097825,10.37259662,13.33619565,14.81799517,0,0,0,0,0,3.423932752,6.668097825,10.37259662,13.33619565,14.81799517,11.41310917,22.82621835
112,0,0,0,0,0,3.495604903,5.450961225,8.479273017,10.90192245,12.11324717,0,0,0,0,0,3.495604903,5.450961225,8.479273017,10.90192245,12.11324717,11.65201634,23.30403268
113,0,0,0,0,0,3.568418384,4.069715985,6.33066931,8.13943197,9.0438133,0,0,0,0,0,3.568418384,4.069715985,6.33066931,8.13943197,9.0438133,11.89472795,23.78945589
114,0,0,0,0,0,3.642353021,2.508125337,3.901528302,5.016250674,5.57361186,0,0,0,0,0,3.642353021,2.508125337,3.901528302,5.016250674,5.57361186,12.14117674,24.28235347
115,0,0,0,0,0,3.717387563,0.748889925,1.164939883,1.497779849,1.664199833,0,0,0,0,0,3.717387563,0.748889925,1.164939883,1.497779849,1.664199833,12.39129188,24.78258375
116,0,0,0,0,0,3.793499685,0,0,0,0,0,0,0,0,0,3.793499685,0,0,0,0,12.64499895,25.2899979
117,0,0,0,0,0,3.870665986,0,0,0,0,0,0,0,0,0,3.870665986,0,0,0,0,12.90221995,25.80443991
118,0,0,0,0,0,3.948861992,0,0,0,0,0,0,0,0,0,3.948861992,0,0,0,0,13.16287331,26.32574661
119,0,0,0,0,0,4.028062152,0,0,0,0,0,0,0,0,0,4.028062152,0,0,0,0,13.42687384,26.85374768
120,0,0,0,0,0,4.10823984,0,0,0,0,0,0,0,0,0,4.10823984,0,0,0,0,13.6941328,27.3882656
121,0,0,0,0,0,4.189367357,0,0,0,0,0,0,0,0,0,4.189367357,0,0,0,0,13.96455786,27.92911571
122,0,0,0,0,0,4.271415927,0,0,0,0,0,0,0,0,0,4.271415927,0,0,0,0,14.23805309,28.47610618
123,0,0,0,0,0,4.354355701,0,0,0,0,0,0,0,0,0,4.354355701,0,0,0,0,14.514519,29.029038
124,0,0,0,0,0,4.438155752,0,0,0,0,0,0,0,0,0,4.438155752,0,0,0,0,14.79385251,29.58770501
125,0,0,0,0,0,4.522784081,0,0,0,0,0,0,0,0,0,4.522784081,0,0,0,0,15.07594694,30.15189387
126,0,0,0,0,0,4.608207612,0,0,0,0,0,0,0,0,0,4.608207612,0,0,0,0,15.36069204,30.72138408
127,0,0,0,0,0,4.694392195,0,0,0,0,0,0,0,0,0,4.694392195,0,0,0,0,15.64797398,31.29594797
128,0,0,0,0,0,4.781302606,0,0,0,0,0,0,0,0,0,4.781302606,0,0,0,0,15.93767535,31.87535071
129,0,0,0,0,0,4.868902544,0,0,0,0,0,0,0,0,0,4.868902544,0,0,0,0,16.22967515,32.45935029
130,0,0,0,0,0,4.957154634,0,0,0,0,0,0,0,0,0,4.957154634,0,0,0,0,16.52384878,33.04769756
131,0,0,0,0,0,5.046020425,0,0,0,0,0,0,0,0,0,5.046020425,0,0,0,0,16.82006808,33.64013617
132,0,0,0,0,0,5.135460393,0,0,0,0,0,0,0,0,0,5.135460393,0,0,0,0,17.11820131,34.23640262
133,0,0,0,0,0,5.225433938,0,0,0,0,0,0,0,0,0,5.225433938,0,0,0,0,17.41811313,34.83622625
134,0,0,0,0,0,5.315899384,0,0,0,0,0,0,0,0,0,5.315899384,0,0,0,0,17.71966461,35.43932923
135,0,0,0,0,0,5.406813981,0,0,0,0,0,0,0,0,0,5.406813981,0,0,0,0,18.02271327,36.04542654
136,0,0,0,0,0,5.498133905,0,0,0,0,0,0,0,0,0,5.498133905,0,0,0,0,18.32711302,36.65422603
137,0,0,0,0,0,5.589814255,0,0,0,0,0,0,0,0,0,5.589814255,0,0,0,0,18.63271418,37.26542837
138,0,0,0,0,0,5.681809056,0,0,0,0,0,0,0,0,0,5.681809056,0,0,0,0,18.93936352,37.87872704
139,0,0,0,0,0,5.774071258,0,0,0,0,0,0,0,0,0,5.774071258,0,0,0,0,19.24690419,38.49380839
140,0,0,0,0,0,5.866552737,0,0,0,0,0,0,0,0,0,5.866552737,0,0,0,0,19.55517579,39.11035158
141,0,0,0,0,0,5.959204291,0,0,0,0,0,0,0,0,0,5.959204291,0,0,0,0,19.8640143,39.72802861
142,0,0,0,0,0,6.098390245,0,0,0,0,0,0,0,0,0,6.098390245,0,0,0,0,20.32796748,40.65593497
143,0,0,0,0,0,6.191244686,0,0,0,0,0,0,0,0,0,6.191244686,0,0,0,0,20.63748229,41.27496457
144,0,0,0,0,0,6.284088536,0,0,0,0,0,0,0,0,0,6.284088536,0,0,0,0,20.94696179,41.89392357
145,0,0,0,0,0,6.37686776,0,0,0,0,0,0,0,0,0,6.37686776,0,0,0,0,21.25622587,42.51245173
146,0,0,0,0,0,6.469527244,0,0,0,0,0,0,0,0,0,6.469527244,0,0,0,0,21.56509081,43.13018163
147,0,0,0,0,0,6.562010802,0,0,0,0,0,0,0,0,0,6.562010802,0,0,0,0,21.87336934,43.74673868
148,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
149,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
150,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
151,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
152,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
153,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
154,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
155,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
156,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
157,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
158,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
159,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
160,0,0,0,0,0,6.65426117,0,0,0,0,0,0,0,0,0,6.65426117,0,0,0,0,22.18087057,44.36174113
