BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,
#,Idle: 0.3,,,,,,,,,,Idle: 0.3,,,,,,,,,,,
#,H,H,H,H,H,D1,D1,D1,D1,D1,H,H,H,H,H,D1,D1,D1,D1,D1,B1,B2
101,0.294700592,0.442050888,0.515726036,0.663076332,0.73675148,9.094252588,13.64137888,15.91494203,20.46206832,22.73563147,2.96E-01,4.44E-01,0.517497288,0.665353656,0.739281839,9.12548663,13.68822995,15.9696016,20.53234492,22.81371658,11.43135006,14.86075508
102,0,0,0,0,0,8.842402474,13.26360371,15.47420433,19.89540557,22.10600618,0.00E+00,0.00E+00,0,0,0,8.905343385,13.35801508,15.58435092,20.03702262,22.26335846,11.67342842,15.17545695
103,0,0,0,0,0,8.540359009,12.81053851,14.94562827,19.21580777,21.35089752,0.00E+00,0.00E+00,0,0,0,8.634582237,12.95187336,15.11051892,19.42781003,21.58645559,11.92152855,15.49798712
104,0,0,0,0,0,8.181201319,12.27180198,14.31710231,18.40770297,20.4530033,0.00E+00,0.00E+00,0,0,0,8.305153966,12.45773095,14.53401944,18.68659642,20.76288492,12.17563191,15.82832149
105,0,0,0,0,0,7.757483244,11.63622487,13.57559568,17.4543373,19.39370811,0.00E+00,0.00E+00,0,0,0,7.908234657,11.86235199,13.83941065,17.79352798,19.77058664,12.43571502,16.16642953
106,0,0,0,0,0,7.261212329,10.89181849,12.70712158,16.33772774,18.15303082,0.00E+00,0.00E+00,0,0,0,7.43418575,11.15127863,13.00982506,16.72691794,18.58546438,12.70174949,16.51227433
107,0,0,0,0,0,6.68382847,10.02574271,11.69669982,15.03861406,16.70957118,0.00E+00,0.00E+00,0,0,0,6.872513208,10.30876981,12.02689811,15.46315472,17.18128302,12.973702,16.86581259
108,0,0,0,0,0,6.016182189,9.024273284,10.52831883,13.53640993,15.04045547,0.00E+00,0.00E+00,0,0,0,6.211825814,9.317738721,10.87069518,13.97660808,15.52956454,13.2515343,17.22699459
109,0,0,0,0,0,5.248512554,7.87276883,9.184896969,11.80915325,13.12128138,0.00E+00,0.00E+00,0,0,0,5.439792588,8.159688882,9.519637029,12.23953332,13.59948147,13.53520325,17.59576422
110,0,0,0,0,0,4.370424734,6.555637101,7.648243284,9.833455651,10.92606183,0.00E+00,0.00E+00,0,0,0,4.543099332,6.814648999,7.950423832,10.2219735,11.35774833,13.82466074,17.97205896
111,0,0,0,0,0,3.370867206,5.056300809,5.89901761,7.584451213,8.427168014,0.00E+00,0.00E+00,0,0,0,3.51E+00,5.26E+00,6.137957524,7.891659674,8.768510748,14.11985378,18.35580991
112,0,0,0,0,0,2.238108589,3.357162884,3.916690031,5.035744325,5.595271473,0.00E+00,0.00E+00,0,0,0,2.32E+00,3.48E+00,4.055262721,5.213909213,5.793232459,14.42072442,18.74694175
113,0,0,0,0,0,0.959714129,1.439571193,1.679499725,2.159356789,2.399285321,0.00E+00,0.00E+00,0,0,0,9.56E-01,1.43E+00,1.673406068,2.151522088,2.390580097,14.72720982,19.14537277
114,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,15.03924221,19.55101487
115,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,15.19731599,19.75651078
116,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,15.51753099,20.17279028
117,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,15.84310198,20.59603258
118,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,16.17394397,21.02612716
119,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,16.50996702,21.46295713
120,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,16.85107628,21.90639916
121,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,17.19717197,22.35632356
122,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,17.54814939,22.81259421
123,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,17.90389893,23.27506861
124,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,18.26430604,23.74359785
125,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,18.62925124,24.21802662
126,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,18.99861016,24.69819321
127,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,19.37225348,25.18392953
128,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,19.75004696,25.67506105
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13185145,26.17140689
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51752286,26.67277972
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7117623,26.92529098
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.10295317,27.43383913
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.49762924,27.94691801
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.89562917,28.46431792
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
