BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,•Ï3,•Ï3,•Ï3,•Ï3,•Ï3,•Ï3,•Ï3,•Ï3,’¼1,’¼1,’¼1,’¼1,’¼1,’¼1,’¼1,’¼1,’¼2,’¼2,’¼2,’¼2,’¼2,’¼2,’¼2,’¼2,’¼3,’¼3,’¼3,’¼3,’¼3,’¼3,’¼3,’¼3,B1,B2,B3
41,7.288775063,14.57755013,18.22193766,21.86632519,25.51071272,29.15510025,32.79948779,36.44387532,6.742880534,13.48576107,16.85720133,20.2286416,23.60008187,26.97152214,30.3429624,33.71440267,6.127360674,12.25472135,15.31840168,18.38208202,21.44576236,24.5094427,27.57312303,30.63680337,8.221716608,16.44343322,20.55429152,24.66514982,28.77600813,32.88686643,36.99772473,41.10858304,4.582690268,9.165380536,11.45672567,13.7480708,16.03941594,18.33076107,20.62210621,22.91345134,2.955491327,5.910982654,7.388728317,8.866473981,10.34421964,11.82196531,13.29971097,14.77745663,-19.2237036,-9.623701657,-5.935713172
42,6.957093108,13.91418622,17.39273277,20.87127932,24.34982588,27.82837243,31.30691899,34.78546554,6.660595534,13.32119107,16.65148884,19.9817866,23.31208437,26.64238214,29.9726799,33.30297767,6.039337992,12.07867598,15.09834498,18.11801398,21.13768297,24.15735197,27.17702097,30.19668996,8.149577154,16.29915431,20.37394288,24.44873146,28.52352004,32.59830862,36.67309719,40.74788577,4.652697464,9.305394928,11.63174366,13.95809239,16.28444112,18.61078986,20.93713859,23.26348732,3.008279939,6.016559878,7.520699847,9.024839817,10.52897979,12.03311976,13.53725972,15.04139969,-19.38030461,-9.780305163,-6.095481694
43,6.612434122,13.22486824,16.53108531,19.83730237,23.14351943,26.44973649,29.75595355,33.06217061,6.523832729,13.04766546,16.30958182,19.57149819,22.83341455,26.09533092,29.35724728,32.61916364,5.953530809,11.90706162,14.88382702,17.86059243,20.83735783,23.81412324,26.79088864,29.76765405,8.069303007,16.13860601,20.17325752,24.20790902,28.24256053,32.27721203,36.31186353,40.34651504,4.753812436,9.507624872,11.88453109,14.26143731,16.63834353,19.01524974,21.39215596,23.76906218,3.062735244,6.125470488,7.65683811,9.188205732,10.71957335,12.25094098,13.7823086,15.31367622,-19.53186131,-10.00607481,-6.252351285
44,6.323488685,12.64697737,15.80872171,18.97046605,22.1322104,25.29395474,28.45569908,31.61744342,6.447513983,12.89502797,16.11878496,19.34254195,22.56629894,25.79005593,29.01381292,32.23756992,5.869951244,11.73990249,14.67487811,17.60985373,20.54482935,23.47980497,26.4147806,29.34975622,8.005708699,16.0114174,20.01427175,24.0171261,28.01998045,32.02283479,36.02568914,40.02854349,4.818162318,9.636324636,12.0454058,14.45448695,16.86356811,19.27264927,21.68173043,24.09081159,3.11857312,6.23714624,7.7964328,9.35571936,10.91500592,12.47429248,14.03357904,15.5928656,-19.6447135,-10.15045853,-6.406191055
45,5.886416907,11.77283381,14.71604227,17.65925072,20.60245917,23.54566763,26.48887608,29.43208454,6.373286035,12.74657207,15.93321509,19.11985811,22.30650112,25.49314414,28.67978716,31.86643018,5.788602555,11.57720511,14.47150639,17.36580766,20.26010894,23.15441022,26.0487115,28.94301277,7.918748312,15.83749662,19.79687078,23.75624494,27.71561909,31.67499325,35.6343674,39.59374156,4.879721763,9.759443526,12.19930441,14.63916529,17.07902617,19.51888705,21.95874793,24.39860882,3.175498255,6.350996509,7.938745637,9.526494764,11.11424389,12.70199302,14.28974215,15.87749127,-19.79765803,-10.28992402,-6.556879895
46,5.417334098,10.8346682,13.54333524,16.25200229,18.96066934,21.66933639,24.37800344,27.08667049,6.265566563,12.53113313,15.66391641,18.79669969,21.92948297,25.06226625,28.19504953,31.32783282,5.69390907,11.38781814,14.23477268,17.08172721,19.92868175,22.77563628,25.62259082,28.46954535,7.831526891,15.66305378,19.57881723,23.49458067,27.41034412,31.32610757,35.24187101,39.15763446,4.966251089,9.932502178,12.41562772,14.89875327,17.38187881,19.86500436,22.3481299,24.83125545,3.233207475,6.46641495,8.083018687,9.699622424,11.31622616,12.9328299,14.54943364,16.16603737,-19.95777113,-10.48990718,-6.704306476
47,4.871561554,9.743123108,12.17890389,14.61468466,17.05046544,19.48624622,21.92202699,24.35780777,6.179173148,12.3583463,15.44793287,18.53751944,21.62710602,24.71669259,27.80627917,30.89586574,5.617206468,11.23441294,14.04301617,16.8516194,19.66022264,22.46882587,25.2774291,28.08603234,7.745730892,15.49146178,19.36432723,23.23719268,27.11005812,30.98292357,34.85578901,38.72865446,5.019720441,10.03944088,12.5493011,15.05916132,17.56902154,20.07888176,22.58874199,25.09860221,3.291392908,6.582785815,8.228482269,9.874178723,11.51987518,13.16557163,14.81126808,16.45696454,-20.13008096,-10.61711087,-6.848369248
48,4.410836769,8.821673538,11.02709192,13.23251031,15.43792869,17.64334708,19.84876546,22.05418385,6.077913595,12.15582719,15.19478399,18.23374078,21.27269758,24.31165438,27.35061118,30.38956797,5.579675195,11.15935039,13.94918799,16.73902558,19.52886318,22.31870078,25.10853838,27.89837597,7.68275846,15.36551692,19.20689615,23.04827538,26.88965461,30.73103384,34.57241307,38.4137923,5.093094019,10.18618804,12.73273505,15.27928206,17.82582907,20.37237607,22.91892308,25.46547009,3.320567449,6.641134898,8.301418622,9.961702346,11.62198607,13.2822698,14.94255352,16.60283724,-20.27051875,-10.79882068,-6.919110146
49,3.746719931,7.493439861,9.366799827,11.24015979,13.11351976,14.98687972,16.86023969,18.73359965,6.012068744,12.02413749,15.03017186,18.03620623,21.0422406,24.04827498,27.05430935,30.06034372,5.506234279,11.01246856,13.7655857,16.51870284,19.27181997,22.02493711,24.77805425,27.53117139,7.600241919,15.20048384,19.0006048,22.80072576,26.60084672,30.40096768,34.20108864,38.0012096,5.13721265,10.2744253,12.84303163,15.41163795,17.98024428,20.5488506,23.11745693,25.68606325,3.378886984,6.757773968,8.44721746,10.13666095,11.82610444,13.51554794,15.20499143,16.89443492,-20.4772136,-10.91396736,-7.057958194
50,3.005521911,6.011043822,7.513804778,9.016565733,10.51932669,12.02208764,13.5248486,15.02760956,5.931270652,11.8625413,14.82817663,17.79381196,20.75944728,23.72508261,26.69071793,29.65635326,5.434924655,10.86984931,13.58731164,16.30477396,19.02223629,21.73969862,24.45716095,27.17462327,7.517576719,15.03515344,18.7939418,22.55273016,26.31151852,30.07030688,33.82909523,37.58788359,5.177336956,10.35467391,12.94334239,15.53201087,18.12067935,20.70934783,23.2980163,25.88668478,3.436911718,6.873823436,8.592279295,10.31073515,12.02919101,13.74764687,15.46610273,17.18455859,-20.71154708,-11.02439242,-7.193231347
51,2.181192814,4.362385628,5.452982035,6.543578442,7.634174849,8.724771256,9.815367663,10.90596407,5.836045512,11.67209102,14.59011378,17.50813653,20.42615929,23.34418205,26.2622048,29.18022756,5.365701707,10.73140341,13.41425427,16.09710512,18.77995597,21.46280683,24.14565768,26.82850853,7.431020832,14.86204166,18.57755208,22.29306249,26.00857291,29.72408333,33.43959374,37.15510416,5.229821385,10.45964277,13.07455346,15.68946416,18.30437485,20.91928554,23.53419623,26.14910693,3.494339795,6.988679591,8.735849489,10.48301939,12.23018928,13.97735918,15.72452908,17.47169898,-20.97972154,-11.18134794,-7.324862285
52,1.500003024,3.000006049,3.750007561,4.500009073,5.250010586,6.000012098,6.75001361,7.500015122,5.773322379,11.54664476,14.43330595,17.31996714,20.20662833,23.09328951,25.9799507,28.86661189,5.298512182,10.59702436,13.24628045,15.89553655,18.54479264,21.19404873,23.84330482,26.49256091,7.36005488,14.72010976,18.4001372,22.08016464,25.76019208,29.44021952,33.12024696,36.8002744,5.259583684,10.51916737,13.14895921,15.77875105,18.40854289,21.03833474,23.66812658,26.29791842,3.550876805,7.101753611,8.877192013,10.65263042,12.42806882,14.20350722,15.97894562,17.75438403,-21.2069682,-11.28033146,-7.452793469
53,0.522634658,1.045269316,1.306586645,1.567903974,1.829221303,2.090538632,2.351855961,2.61317329,5.664482778,11.32896556,14.16120695,16.99344833,19.82568972,22.65793111,25.4901725,28.32241389,5.233294192,10.46658838,13.08323548,15.69988258,18.31652967,20.93317677,23.54982386,26.16647096,7.250785446,14.50157089,18.12696361,21.75235634,25.37774906,29.00314178,32.62853451,36.25392723,5.29632092,10.59264184,13.2408023,15.88896276,18.53712322,21.18528368,23.83344414,26.4816046,3.606238015,7.212476031,9.015595038,10.81871405,12.62183305,14.42495206,16.22807107,18.03119008,-21.55023055,-11.42059625,-7.576977139
54,0,0,0,0,0,0,0,0,5.602298603,11.20459721,14.00574651,16.80689581,19.60804511,22.40919441,25.21034372,28.01149302,5.155929907,10.31185981,12.88982477,15.46778972,18.04575467,20.62371963,23.20168458,25.77964954,7.114739321,14.22947864,17.7868483,21.34421796,24.90158762,28.45895728,32.01632695,35.57369661,5.31555756,10.63111512,13.2888939,15.94667268,18.60445146,21.26223024,23.92000902,26.5777878,3.66015044,7.32030088,9.1503761,10.98045132,12.81052654,14.64060176,16.47067698,18.3007522,-21.94600482,-11.50881266,-7.697375314
55,0,0,0,0,0,0,0,0,5.524886903,11.04977381,13.81221726,16.57466071,19.33710416,22.09954761,24.86199106,27.62443452,5.094601791,10.18920358,12.73650448,15.28380537,17.83110627,20.37840717,22.92570806,25.47300896,6.937863422,13.87572684,17.34465856,20.81359027,24.28252198,27.75145369,31.2203854,34.68931711,5.330641164,10.66128233,13.32660291,15.99192349,18.65724407,21.32256465,23.98788524,26.65320582,3.71235474,7.42470948,9.28088685,11.13706422,12.99324159,14.84941896,16.70559633,18.5617737,-22.40166756,-11.5929549,-7.813959795
56,0,0,0,0,0,0,0,0,5.43020918,10.86041836,13.57552295,16.29062754,19.00573213,21.72083672,24.43594131,27.1510459,5.064591989,10.12918398,12.66147997,15.19377597,17.72607196,20.25836796,22.79066395,25.32295994,6.767873164,13.53574633,16.91968291,20.30361949,23.68755607,27.07149266,30.45542924,33.83936582,5.345651714,10.69130343,13.36412929,16.03695514,18.709781,21.38260686,24.05543271,26.72825857,3.73773946,7.47547892,9.34434865,11.21321838,13.08208811,14.95095784,16.81982757,18.6886973,-22.78733045,-11.71186456,-7.870815761
57,0,0,0,0,0,0,0,0,5.351398971,10.70279794,13.37849743,16.05419691,18.7298964,21.40559588,24.08129537,26.75699486,5.005822007,10.01164401,12.51455502,15.01746602,17.52037702,20.02328803,22.52619903,25.02911003,6.474290116,12.94858023,16.18572529,19.42287035,22.66001541,25.89716046,29.13430552,32.37145058,5.350740923,10.70148185,13.37685231,16.05222277,18.72759323,21.40296369,24.07833415,26.75370461,3.786929379,7.573858757,9.467323446,11.36078814,13.25425283,15.14771751,17.0411822,18.93464689,-23.36648959,-11.78651264,-7.981648219
58,0,0,0,0,0,0,0,0,5.23831672,10.47663344,13.0957918,15.71495016,18.33410852,20.95326688,23.57242524,26.1915836,4.948633276,9.897266551,12.37158319,14.84589983,17.32021646,19.7945331,22.26884974,24.74316638,6.080689394,12.16137879,15.20172348,18.24206818,21.28241288,24.32275758,27.36310227,30.40344697,5.351349087,10.70269817,13.37837272,16.05404726,18.7297218,21.40539635,24.08107089,26.75674544,3.833833467,7.667666933,9.584583667,11.5015004,13.41841713,15.33533387,17.2522506,19.16916733,-24.02743719,-11.89200487,-8.088639268
59,0,0,0,0,0,0,0,0,5.170339336,10.34067867,12.92584834,15.51101801,18.09618768,20.68135734,23.26652701,25.85169668,4.892916168,9.785832336,12.23229042,14.6787485,17.12520659,19.57166467,22.01812276,24.46458084,5.556687631,11.11337526,13.89171908,16.67006289,19.44840671,22.22675053,25.00509434,27.78343816,5.34731822,10.69463644,13.36829555,16.04195466,18.71561377,21.38927288,24.06293199,26.7365911,3.878252669,7.756505339,9.695631673,11.63475801,13.57388434,15.51301068,17.45213701,19.39126335,-24.77872398,-11.95830287,-8.19179494
60,0,0,0,0,0,0,0,0,5.086315575,10.17263115,12.71578894,15.25894673,17.80210451,20.3452623,22.88842009,25.43157788,4.825449685,9.650899371,12.06362421,14.47634906,16.8890739,19.30179874,21.71452358,24.12724843,5.056736928,10.11347386,12.64184232,15.17021078,17.69857925,20.22694771,22.75531617,25.28368464,5.339964135,10.67992827,13.34991034,16.01989241,18.68987447,21.35985654,24.02983861,26.69982068,3.920008041,7.840016081,9.800020101,11.76002412,13.72002814,15.68003216,17.64003618,19.6000402,-25.40679456,-12.021625,-8.291131043
61,0,0,0,0,0,0,0,0,4.976433947,9.952867893,12.44108487,14.92930184,17.41751881,19.90573579,22.39395276,24.88216973,4.772455104,9.544910207,11.93113776,14.31736531,16.70359286,19.08982041,21.47604797,23.86227552,4.21453265,8.4290653,10.53633163,12.64359795,14.75086428,16.8581306,18.96539693,21.07266325,5.323176646,10.64635329,13.30794162,15.96952994,18.63111826,21.29270659,23.95429491,26.61588323,3.958941716,7.917883432,9.897354289,11.87682515,13.85629601,15.83576686,17.81523772,19.79470858,-26.33769193,-12.11152818,-8.386673166
62,0,0,0,0,0,0,0,0,4.885930835,9.77186167,12.21482709,14.6577925,17.10075792,19.54372334,21.98668876,24.42965417,4.720546456,9.441092912,11.80136614,14.16163937,16.5219126,18.88218582,21.24245905,23.60273228,3.12832177,6.25664354,7.820804424,9.384965309,10.94912619,12.51328708,14.07744796,15.64160885,5.308490023,10.61698005,13.27122506,15.92547007,18.57971508,21.23396009,23.8882051,26.54245011,3.994917717,7.989835435,9.987294294,11.98475315,13.98221201,15.97967087,17.97712973,19.97458859,-27.38405752,-12.16843065,-8.47845668
63,0,0,0,0,0,0,0,0,4.750661617,9.501323234,11.87665404,14.25198485,16.62731566,19.00264647,21.37797728,23.75330809,4.69495425,9.389908499,11.73738562,14.08486275,16.43233987,18.779817,21.12729412,23.47477125,1.744234761,3.488469522,4.360586902,5.232704282,6.104821663,6.976939043,7.849056424,8.721173804,5.281845063,10.56369013,13.20461266,15.84553519,18.48645772,21.12738025,23.76830278,26.40922532,4.011760243,8.023520485,10.02940061,12.03528073,14.04116085,16.04704097,18.05292109,20.05880121,-28.55561626,-12.24988038,-8.522952685
64,0,0,0,0,0,0,0,0,4.664363556,9.328727112,11.66090889,13.99309067,16.32527245,18.65745422,20.989636,23.32181778,4.631857275,9.263714551,11.57964319,13.89557183,16.21150046,18.5274291,20.84335774,23.15928638,0.474004042,0.948008083,1.185010104,1.422012125,1.659014146,1.896016167,2.133018188,2.370020209,5.261388227,10.52277645,13.15347057,15.78416468,18.4148588,21.04555291,23.67624702,26.30694114,4.043094179,8.086188359,10.10773545,12.12928254,14.15082963,16.17237672,18.19392381,20.2154709,-29.52247006,-12.3019769,-8.609185994
65,0,0,0,0,0,0,0,0,4.560610684,9.121221367,11.40152671,13.68183205,15.96213739,18.24244273,20.52274808,22.80305342,4.582140942,9.164281885,11.45535236,13.74642283,16.0374933,18.32856377,20.61963424,22.91070471,0,0,0,0,0,0,0,0,5.239090561,10.47818112,13.0977264,15.71727168,18.33681696,20.95636224,23.57590752,26.1954528,4.071230018,8.142460036,10.17807505,12.21369005,14.24930506,16.28492007,18.32053508,20.35615009,-30.93745922,-12.35264671,-8.691791904
66,0,0,0,0,0,0,0,0,4.402307811,8.804615622,11.00576953,13.20692343,15.40807734,17.60923124,19.81038515,22.01153906,4.532958489,9.065916977,11.33239622,13.59887547,15.86535471,18.13183395,20.3983132,22.66479244,0,0,0,0,0,0,0,0,5.202785746,10.40557149,13.00696436,15.60835724,18.20975011,20.81114298,23.41253586,26.01392873,4.096112296,8.192224591,10.24028074,12.28833689,14.33639303,16.38444918,18.43250533,20.48056148,-32.5059996,-12.42664044,-8.770840013
67,0,0,0,0,0,0,0,0,4.28574845,8.5714969,10.71437112,12.85724535,15.00011957,17.1429938,19.28586802,21.42874225,4.472046016,8.944092032,11.18011504,13.41613805,15.65216106,17.88818406,20.12420707,22.36023008,0,0,0,0,0,0,0,0,5.177068063,10.35413613,12.94267016,15.53120419,18.11973822,20.70827225,23.29680629,25.88534032,4.117708975,8.23541795,10.29427244,12.35312692,14.41198141,16.4708359,18.52969039,20.58854487,-34.23899032,-12.47509221,-8.846409699
68,0,0,0,0,0,0,0,0,4.105816446,8.211632891,10.26454111,12.31744934,14.37035756,16.42326578,18.47617401,20.52908223,4.423516866,8.847033733,11.05879217,13.2705506,15.48230903,17.69406747,19.9058259,22.11758433,0,0,0,0,0,0,0,0,5.136867223,10.27373445,12.84216806,15.41060167,17.97903528,20.54746889,23.1159025,25.68433611,4.136011325,8.27202265,10.34002831,12.40803397,14.47603964,16.5440453,18.61205096,20.68005662,-35.65338698,-12.54728714,-8.918590122
69,0,0,0,0,0,0,0,0,3.973332437,7.946664875,9.933331093,11.91999731,13.90666353,15.89332975,17.87999597,19.86666219,4.374955902,8.749911804,10.93738976,13.12486771,15.31234566,17.49982361,19.68730156,21.87477951,0,0,0,0,0,0,0,0,5.109338944,10.21867789,12.77334736,15.32801683,17.8826863,20.43735578,22.99202525,25.54669472,4.151033632,8.302067265,10.37758408,12.4531009,14.52861771,16.60413453,18.67965135,20.75516816,-37.70133362,-12.59560421,-8.987480221
70,0,0,0,0,0,0,0,0,3.845813727,7.691627454,9.614534318,11.53744118,13.46034805,15.38325491,17.30616177,19.22906864,4.314503434,8.629006869,10.78625859,12.9435103,15.10076202,17.25801374,19.41526546,21.57251717,0,0,0,0,0,0,0,0,5.081489509,10.16297902,12.70372377,15.24446853,17.78521328,20.32595804,22.86670279,25.40744755,4.162812744,8.325625488,10.40703186,12.48843823,14.5698446,16.65125098,18.73265735,20.81406372,0,-12.64449457,-9.053188713
71,0,0,0,0,0,0,0,0,3.615196312,7.230392623,9.037990779,10.84558893,12.65318709,14.46078525,16.2683834,18.07598156,4.290010626,8.580021251,10.72502656,12.87003188,15.01503719,17.1600425,19.30504782,21.45005313,0,0,0,0,0,0,0,0,5.039539159,10.07907832,12.5988479,15.11861748,17.63838706,20.15815663,22.67792621,25.19769579,4.167503634,8.335007267,10.41875908,12.5025109,14.58626272,16.67001453,18.75376635,20.83751817,0,-12.71973349,-9.084886505
72,0,0,0,0,0,0,0,0,3.466757516,6.933515033,8.666893791,10.40027255,12.13365131,13.86703007,15.60040882,17.33378758,4.240567557,8.481135113,10.60141889,12.72170267,14.84198645,16.96227023,19.082554,21.20283778,0,0,0,0,0,0,0,0,5.011691032,10.02338206,12.52922758,15.0350731,17.54091861,20.04676413,22.55260964,25.05845516,4.174534807,8.349069613,10.43633702,12.52360442,14.61087182,16.69813923,18.78540663,20.87267403,0,-12.77173455,-9.146047829
73,0,0,0,0,0,0,0,0,3.202646414,6.405292827,8.006616034,9.607939241,11.20926245,12.81058565,14.41190886,16.01323207,4.179022964,8.358045928,10.44755741,12.53706889,14.62658037,16.71609186,18.80560334,20.89511482,0,0,0,0,0,0,0,0,4.970391614,9.940783228,12.42597904,14.91117484,17.39637065,19.88156646,22.36676226,24.85195807,4.17850908,8.357018159,10.4462727,12.53552724,14.62478178,16.71403632,18.80329086,20.8925454,0,-12.85352001,-9.20434213
74,0,0,0,0,0,0,0,0,3.017999347,6.035998695,7.544998369,9.053998042,10.56299772,12.07199739,13.58099706,15.08999674,4.127857328,8.255714657,10.31964332,12.38357199,14.44750065,16.51142931,18.57535798,20.63928664,0,0,0,0,0,0,0,0,4.943269437,9.886538874,12.35817359,14.82980831,17.30144303,19.77307775,22.24471247,24.71634718,4.179536228,8.359072456,10.44884057,12.53860868,14.6283768,16.71814491,18.80791303,20.89768114,0,-12.91118475,-9.259912356
75,0,0,0,0,0,0,0,0,2.822661709,5.645323418,7.056654272,8.467985127,9.879315981,11.29064684,12.70197769,14.11330854,4.064368748,8.128737496,10.16092187,12.19310624,14.22529062,16.25747499,18.28965937,20.32184374,0,0,0,0,0,0,0,0,4.916488471,9.832976942,12.29122118,14.74946541,17.20770965,19.66595388,22.12419812,24.58244236,4.177744446,8.355488892,10.44436112,12.53323334,14.62210556,16.71097778,18.79985001,20.88872223,0,-12.97187361,-9.312911235
76,0,0,0,0,0,0,0,0,2.514015196,5.028030393,6.285037991,7.542045589,8.799053188,10.05606079,11.31306838,12.57007598,4.010462326,8.020924651,10.02615581,12.03138698,14.03661814,16.0418493,18.04708047,20.05231163,0,0,0,0,0,0,0,0,4.87682781,9.75365562,12.19206952,14.63048343,17.06889733,19.50731124,21.94572514,24.38413905,4.173278966,8.346557931,10.43319741,12.5198369,14.60647638,16.69311586,18.77975535,20.86639483,0,-13.06957,-9.363501276
77,0,0,0,0,0,0,0,0,2.289350893,4.578701786,5.723377232,6.868052679,8.012728125,9.157403571,10.30207902,11.44675446,3.94395905,7.887918101,9.859897626,11.83187715,13.80385668,15.7758362,17.74781573,19.71979525,0,0,0,0,0,0,0,0,4.850538119,9.701076239,12.1263453,14.55161436,16.97688342,19.40215248,21.82742154,24.2526906,4.166300503,8.332601006,10.41575126,12.49890151,14.58205176,16.66520201,18.74835226,20.83150252,0,-13.13982543,-9.411854766
78,0,0,0,0,0,0,0,0,1.923347441,3.846694883,4.808368603,5.770042324,6.731716044,7.693389765,8.655063486,9.616737206,3.886204683,7.772409365,9.715511707,11.65861405,13.60171639,15.54481873,17.48792107,19.43102341,0,0,0,0,0,0,0,0,4.810782411,9.621564823,12.02695603,14.43234723,16.83773844,19.24312965,21.64852085,24.05391206,4.156983541,8.313967082,10.39245885,12.47095062,14.54944239,16.62793416,18.70642593,20.78491771,0,-13.25410437,-9.458153773
79,0,0,0,0,0,0,0,0,1.666454584,3.332909168,4.16613646,4.999363752,5.832591044,6.665818336,7.499045628,8.33227292,3.845874094,7.691748188,9.614685235,11.53762228,13.46055933,15.38349638,17.30643342,19.22937047,0,0,0,0,0,0,0,0,4.783601034,9.567202068,11.95900259,14.3508031,16.74260362,19.13440414,21.52620465,23.91800517,4.151505951,8.303011903,10.37876488,12.45451785,14.53027083,16.60602381,18.68177678,20.75752976,0,-13.33694896,-9.480592416
80,0,0,0,0,0,0,0,0,1.395827993,2.791655986,3.489569983,4.18748398,4.885397976,5.583311973,6.281225969,6.979139966,3.784492968,7.568985936,9.46123242,11.3534789,13.24572539,15.13797187,17.03021836,18.92246484,0,0,0,0,0,0,0,0,4.755392017,9.510784034,11.88848004,14.26617605,16.64387206,19.02156807,21.39926408,23.77696008,4.139033819,8.278067639,10.34758455,12.41710146,14.48661837,16.55613528,18.62565219,20.6951691,0,-13.42571937,-9.524172469
81,0,0,0,0,0,0,0,0,0.959908816,1.919817632,2.39977204,2.879726448,3.359680856,3.839635264,4.319589672,4.79954408,3.709894197,7.419788395,9.274735493,11.12968259,12.98462969,14.83957679,16.69452389,18.54947099,0,0,0,0,0,0,0,0,4.709978214,9.419956427,11.77494553,14.12993464,16.48492375,18.83991285,21.19490196,23.54989107,4.124706816,8.249413631,10.31176704,12.37412045,14.43647385,16.49882726,18.56118067,20.62353408,0,-13.57114313,-9.566195997
82,0,0,0,0,0,0,0,0,0.654404894,1.308809789,1.636012236,1.963214683,2.290417131,2.617619578,2.944822025,3.272024472,3.642502179,7.285004357,9.106255446,10.92750654,12.74875763,14.57000871,16.3912598,18.21251089,0,0,0,0,0,0,0,0,4.676680633,9.353361267,11.69170158,14.0300419,16.36838222,18.70672253,21.04506285,23.38340317,4.108731631,8.217463262,10.27182908,12.32619489,14.38056071,16.43492652,18.48929234,20.54365816,0,-13.67706308,-9.606879295
83,0,0,0,0,0,0,0,0,0.168281025,0.336562051,0.420702563,0.504843076,0.588983589,0.673124102,0.757264614,0.841405127,3.561479321,7.122958642,8.903698303,10.68443796,12.46517762,14.24591728,16.02665695,17.80739661,0,0,0,0,0,0,0,0,4.620206977,9.240413953,11.55051744,13.86062093,16.17072442,18.48082791,20.7909314,23.10103488,4.091318902,8.182637804,10.22829726,12.27395671,14.31961616,16.36527561,18.41093506,20.45659451,0,-13.85079608,-9.646448441
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.476746996,6.953493991,8.691867489,10.43024099,12.16861448,13.90698798,15.64536148,17.38373498,0,0,0,0,0,0,0,0,4.576816489,9.153632978,11.44204122,13.73044947,16.01885771,18.30726596,20.5956742,22.88408244,4.072680564,8.145361128,10.18170141,12.21804169,14.25438197,16.29072226,18.32706254,20.36340282,0,-13.9773578,-9.685139293
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.397831403,6.795662806,8.494578507,10.19349421,11.89240991,13.59132561,15.29024131,16.98915701,0,0,0,0,0,0,0,0,4.527545061,9.055090122,11.31886265,13.58263518,15.84640771,18.11018024,20.37395278,22.63772531,4.05302704,8.106054079,10.1325676,12.15908112,14.18559464,16.21210816,18.23862168,20.2651352,0,-14.11319789,-9.723197488
86,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,3.304506654,6.609013308,8.261266635,9.913519962,11.56577329,13.21802662,14.87027994,16.52253327,0,0,0,0,0,0,0,0,4.43980189,8.87960378,11.09950473,13.31940567,15.53930662,17.75920756,19.97910851,22.19900945,4.032564255,8.06512851,10.08141064,12.09769277,14.11397489,16.13025702,18.14653915,20.16282128,0,-14.33567655,-9.760878443
87,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,3.260892642,6.521785284,8.152231605,9.782677925,11.41312425,13.04357057,14.67401689,16.30446321,0,0,0,0,0,0,0,0,4.369955517,8.739911034,10.92488879,13.10986655,15.29484431,17.47982207,19.66479983,21.84977758,4.022091741,8.044183482,10.05522935,12.06627522,14.07732109,16.08836696,18.09941283,20.11045871,0,-14.49737627,-9.779659947
88,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,3.160108675,6.320217351,7.900271688,9.480326026,11.06038036,12.6404347,14.22048904,15.80054338,0,0,0,0,0,0,0,0,4.243995533,8.487991066,10.60998883,12.7319866,14.85398437,16.97598213,19.0979799,21.21997767,4.00078355,8.001567101,10.00195888,12.00235065,14.00274243,16.0031342,18.00352598,20.00391775,0,-14.76158153,-9.817275342
89,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,3.053848842,6.107697684,7.634622105,9.161546526,10.68847095,12.21539537,13.74231979,15.26924421,0,0,0,0,0,0,0,0,4.143143752,8.286287505,10.35785938,12.42943126,14.50100313,16.57257501,18.64414689,20.71571876,3.97914016,7.958280321,9.947850401,11.93742048,13.92699056,15.91656064,17.90613072,19.8957008,0,-14.95310276,-9.855194827
90,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,2.941685842,5.883371684,7.354214605,8.825057525,10.29590045,11.76674337,13.23758629,14.70842921,0,0,0,0,0,0,0,0,4.026340739,8.052681478,10.06585185,12.07902222,14.09219259,16.10536296,18.11853333,20.1317037,3.957325851,7.914651701,9.893314627,11.87197755,13.85064048,15.8293034,17.80796633,19.78662925,0,-15.15770573,-9.893708048
91,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,2.823184832,5.646369664,7.05796208,8.469554496,9.881146912,11.29273933,12.70433174,14.11592416,0,0,0,0,0,0,0,0,3.816089394,7.632178788,9.540223485,11.44826818,13.35631288,15.26435758,17.17240227,19.08044697,3.935484905,7.87096981,9.838712262,11.80645471,13.77419717,15.74193962,17.70968207,19.67742452,0,-15.49062444,-9.933114432
